PBE,FBE,PDBE,PB,PCE,FCE,PDCE,OC,TOxCE,PC,PZmax,PZmin,C,D_T
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.456067097754375,613.017333545829,0.778585530444174,49207.8464788574,0.877676579777626,0.099730110352894,-83.9282264990005,-15785790.3380663,1.61093191632633E-05,0.406224051801681
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,613.017333545829,0.778585530444174,69814.4173670171,0.793006425479679,0.307611485301071,-52.624798703309,-16788827.5198184,1.6157349693963E-05,0.427065912569243
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,330.798213896618,0.778585530444174,59967.7857312257,0.854428192335964,0.118931050239015,-59.6853655608496,-19529540.3951806,1.5512415483646E-05,0.380293204463374
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,474.573482787647,0.778585530444174,121645.635391939,0.660433880018545,0.345668977583079,-8.31176011385021,-14197252.5222227,1.61692694758043E-05,0.431056274077511
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,66.8926419880191,1.32350628836203,74181.1464199877,0.846588518423962,0.192537503036238,-48.0770916056273,-12435792.2786451,1.61677258764057E-05,0.418704506480726
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,230.534607621745,1.32350628836203,82109.1622360532,0.735114322483818,0.167843316546211,-62.6434881970745,-14546692.6579919,1.61693173156543E-05,0.433865040777159
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,427.345993008037,1.32350628836203,118071.87443376,0.474937583281699,0.39473281677089,-1.53838831388954,-2828995.77817569,5.66332279690235E-06,0.205713351688106
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,613.017333545829,1.32350628836203,84180.6879253974,0.773948215009849,0.347436311140941,-1.10028975952208,-7416531.65573913,4.86390763354441E-06,0.171130575504429
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,613.017333545829,0.778585530444174,125294.930933158,0.12310545745516,0.258752747289082,-82.2086154343211,-14845561.4985672,1.50015773464199E-05,0.171130575504429
1.64710491056713,46299.5694382917,0.214060427950106,0.095575399919913,0.463321738636913,613.017333545829,0.778585530444174,14654.6054692823,0.878159338656961,0.100863658954665,-0.855226897349569,-6524461.58349277,1.00582892753155E-05,0.253498419960867
